LoksabhaName,VidhansabhaName,LocalUnitName,LocalUnitType,CleanedLoksabhaName,CleanedVidhansabhaName,CleanedLocalUnitName
Barmer Jaisalmer,Baytoo,Nimbaniyon Ki Dhani,Gram Panchayat,Barmer Jaisalmer,Baytoo,Nimbaniyon Ki Dhani
Barmer Jaisalmer,Baytoo,PUNIYO KA TALA,Gram Panchayat,Barmer Jaisalmer,Baytoo,Puniyo Ka Tala
Barmer Jaisalmer,Baytoo,SAWAU MOOLRAJ,Gram Panchayat,Barmer Jaisalmer,Baytoo,Sawau Moolraj
Barmer Jaisalmer,Baytoo,SHAHAR,Gram Panchayat,Barmer Jaisalmer,Baytoo,Shahar
Barmer Jaisalmer,Sheo,KHADEEN,Gram Panchayat,Barmer Jaisalmer,Sheo,Khadeen
Barmer Jaisalmer,Sheo,POSHAL,Gram Panchayat,Barmer Jaisalmer,Sheo,Poshal
Barmer Jaisalmer,Sheo,rohidaala,Gram Panchayat,Barmer Jaisalmer,Sheo,Rohidaala
Barmer Jaisalmer,Siwana,MOTISARA,Gram Panchayat,Barmer Jaisalmer,Siwana,Motisara
Barmer Jaisalmer,Jaisalmer,BHOO,Gram Panchayat,Barmer Jaisalmer,Jaisalmer,Bhoo
Barmer Jaisalmer,Jaisalmer,CHHATANGARH,Gram Panchayat,Barmer Jaisalmer,Jaisalmer,Chhatangarh
Barmer Jaisalmer,Jaisalmer,NEDHAI,Gram Panchayat,Barmer Jaisalmer,Jaisalmer,Nedhai
Barmer Jaisalmer,Jaisalmer,PHULIYA,Gram Panchayat,Barmer Jaisalmer,Jaisalmer,Phuliya
Barmer Jaisalmer,Jaisalmer,SHAHGARH,Gram Panchayat,Barmer Jaisalmer,Jaisalmer,Shahgarh
Sikar,Dhod,PALTHANA,Gram Panchayat,Sikar,Dhod,Palthana
Sikar,Dhod,PURA CHOTI,Gram Panchayat,Sikar,Dhod,Pura Choti
Sikar,Dhod,TATANWA,Gram Panchayat,Sikar,Dhod,Tatanwa
Sikar,Khandela,RAMPURA (KHA),Gram Panchayat,Sikar,Khandela,Rampura (kha)
Sikar,Khandela,1,Ward,Sikar,Khandela,1
Sikar,Khandela,2,Ward,Sikar,Khandela,2
Sikar,Khandela,3,Ward,Sikar,Khandela,3
Sikar,Khandela,4,Ward,Sikar,Khandela,4
Sikar,Khandela,5,Ward,Sikar,Khandela,5
Sikar,Khandela,6,Ward,Sikar,Khandela,6
Sikar,Khandela,7,Ward,Sikar,Khandela,7
Sikar,Khandela,8,Ward,Sikar,Khandela,8
Sikar,Khandela,9,Ward,Sikar,Khandela,9
Sikar,Khandela,10,Ward,Sikar,Khandela,10
Sikar,Khandela,11,Ward,Sikar,Khandela,11
Sikar,Khandela,12,Ward,Sikar,Khandela,12
Sikar,Khandela,13,Ward,Sikar,Khandela,13
Sikar,Khandela,14,Ward,Sikar,Khandela,14
Sikar,Khandela,15,Ward,Sikar,Khandela,15
Sikar,Khandela,16,Ward,Sikar,Khandela,16
Sikar,Khandela,17,Ward,Sikar,Khandela,17
Sikar,Khandela,18,Ward,Sikar,Khandela,18
Sikar,Khandela,19,Ward,Sikar,Khandela,19
Sikar,Khandela,20,Ward,Sikar,Khandela,20
Sikar,Khandela,21,Ward,Sikar,Khandela,21
Sikar,Khandela,22,Ward,Sikar,Khandela,22
Sikar,Khandela,23,Ward,Sikar,Khandela,23
Sikar,Khandela,24,Ward,Sikar,Khandela,24
Sikar,Khandela,25,Ward,Sikar,Khandela,25
Sikar,Shri Madhopur,DEEPAWAS,Gram Panchayat,Sikar,Shri Madhopur,Deepawas
Sikar,Shri Madhopur,MOKALWAS JHAREEND,Gram Panchayat,Sikar,Shri Madhopur,Mokalwas Jhareend
Sikar,Shri Madhopur,RAMPURA (KHA),Gram Panchayat,Sikar,Shri Madhopur,Rampura (kha)
Sikar,Shri Madhopur,TODA,Gram Panchayat,Sikar,Shri Madhopur,Toda
Sikar,Lachhmangarh,JASARASAR,Gram Panchayat,Sikar,Lachhmangarh,Jasarasar
Sikar,Lachhmangarh,TIROKI BARI,Gram Panchayat,Sikar,Lachhmangarh,Tiroki Bari
Chittorgarh,Pratapgarh,ACHNARA,Gram Panchayat,Chittorgarh,Pratapgarh,Achnara
Jhunjhunu,Fatehpur,1,Ward,Jhunjhunu,Fatehpur,1
Jhunjhunu,Fatehpur,2,Ward,Jhunjhunu,Fatehpur,2
Jhunjhunu,Fatehpur,3,Ward,Jhunjhunu,Fatehpur,3
Jhunjhunu,Fatehpur,4,Ward,Jhunjhunu,Fatehpur,4
Jhunjhunu,Fatehpur,5,Ward,Jhunjhunu,Fatehpur,5
Jhunjhunu,Fatehpur,6,Ward,Jhunjhunu,Fatehpur,6
Jhunjhunu,Fatehpur,7,Ward,Jhunjhunu,Fatehpur,7
Jhunjhunu,Fatehpur,8,Ward,Jhunjhunu,Fatehpur,8
Jhunjhunu,Fatehpur,9,Ward,Jhunjhunu,Fatehpur,9
Jhunjhunu,Fatehpur,10,Ward,Jhunjhunu,Fatehpur,10
Jhunjhunu,Fatehpur,11,Ward,Jhunjhunu,Fatehpur,11
Jhunjhunu,Fatehpur,12,Ward,Jhunjhunu,Fatehpur,12
Jhunjhunu,Fatehpur,13,Ward,Jhunjhunu,Fatehpur,13
Jhunjhunu,Fatehpur,14,Ward,Jhunjhunu,Fatehpur,14
Jhunjhunu,Fatehpur,15,Ward,Jhunjhunu,Fatehpur,15
Jhunjhunu,Fatehpur,16,Ward,Jhunjhunu,Fatehpur,16
Jhunjhunu,Fatehpur,17,Ward,Jhunjhunu,Fatehpur,17
Jhunjhunu,Fatehpur,18,Ward,Jhunjhunu,Fatehpur,18
Jhunjhunu,Fatehpur,19,Ward,Jhunjhunu,Fatehpur,19
Jhunjhunu,Fatehpur,20,Ward,Jhunjhunu,Fatehpur,20
Jhunjhunu,Fatehpur,21,Ward,Jhunjhunu,Fatehpur,21
Jhunjhunu,Fatehpur,22,Ward,Jhunjhunu,Fatehpur,22
Jhunjhunu,Fatehpur,23,Ward,Jhunjhunu,Fatehpur,23
Jhunjhunu,Fatehpur,24,Ward,Jhunjhunu,Fatehpur,24
Jhunjhunu,Fatehpur,25,Ward,Jhunjhunu,Fatehpur,25
Jhunjhunu,Fatehpur,26,Ward,Jhunjhunu,Fatehpur,26
Jhunjhunu,Fatehpur,27,Ward,Jhunjhunu,Fatehpur,27
Jhunjhunu,Fatehpur,28,Ward,Jhunjhunu,Fatehpur,28
Jhunjhunu,Fatehpur,29,Ward,Jhunjhunu,Fatehpur,29
Jhunjhunu,Fatehpur,30,Ward,Jhunjhunu,Fatehpur,30
Jhunjhunu,Fatehpur,31,Ward,Jhunjhunu,Fatehpur,31
Jhunjhunu,Fatehpur,32,Ward,Jhunjhunu,Fatehpur,32
Jhunjhunu,Fatehpur,33,Ward,Jhunjhunu,Fatehpur,33
Jhunjhunu,Fatehpur,34,Ward,Jhunjhunu,Fatehpur,34
Jhunjhunu,Fatehpur,35,Ward,Jhunjhunu,Fatehpur,35
Jhunjhunu,Jhunjhunu,1,Ward,Jhunjhunu,Jhunjhunu,1
Jhunjhunu,Jhunjhunu,2,Ward,Jhunjhunu,Jhunjhunu,2
Jhunjhunu,Jhunjhunu,3,Ward,Jhunjhunu,Jhunjhunu,3
Jhunjhunu,Jhunjhunu,4,Ward,Jhunjhunu,Jhunjhunu,4
Jhunjhunu,Jhunjhunu,5,Ward,Jhunjhunu,Jhunjhunu,5
Jhunjhunu,Jhunjhunu,6,Ward,Jhunjhunu,Jhunjhunu,6
Jhunjhunu,Jhunjhunu,7,Ward,Jhunjhunu,Jhunjhunu,7
Jhunjhunu,Jhunjhunu,8,Ward,Jhunjhunu,Jhunjhunu,8
Jhunjhunu,Jhunjhunu,9,Ward,Jhunjhunu,Jhunjhunu,9
Jhunjhunu,Jhunjhunu,10,Ward,Jhunjhunu,Jhunjhunu,10
Jhunjhunu,Jhunjhunu,11,Ward,Jhunjhunu,Jhunjhunu,11
Jhunjhunu,Jhunjhunu,12,Ward,Jhunjhunu,Jhunjhunu,12
Jhunjhunu,Jhunjhunu,13,Ward,Jhunjhunu,Jhunjhunu,13
Jhunjhunu,Jhunjhunu,14,Ward,Jhunjhunu,Jhunjhunu,14
Jhunjhunu,Jhunjhunu,15,Ward,Jhunjhunu,Jhunjhunu,15
Jhunjhunu,Jhunjhunu,16,Ward,Jhunjhunu,Jhunjhunu,16
Jhunjhunu,Jhunjhunu,17,Ward,Jhunjhunu,Jhunjhunu,17
Jhunjhunu,Jhunjhunu,18,Ward,Jhunjhunu,Jhunjhunu,18
Jhunjhunu,Jhunjhunu,19,Ward,Jhunjhunu,Jhunjhunu,19
Jhunjhunu,Jhunjhunu,20,Ward,Jhunjhunu,Jhunjhunu,20
Jhunjhunu,Pilani,1,Ward,Jhunjhunu,Pilani,1
Jhunjhunu,Pilani,2,Ward,Jhunjhunu,Pilani,2
Jhunjhunu,Pilani,3,Ward,Jhunjhunu,Pilani,3
Jhunjhunu,Pilani,4,Ward,Jhunjhunu,Pilani,4
Jhunjhunu,Pilani,5,Ward,Jhunjhunu,Pilani,5
Jhunjhunu,Pilani,6,Ward,Jhunjhunu,Pilani,6
Jhunjhunu,Pilani,7,Ward,Jhunjhunu,Pilani,7
Jhunjhunu,Pilani,8,Ward,Jhunjhunu,Pilani,8
Jhunjhunu,Pilani,9,Ward,Jhunjhunu,Pilani,9
Jhunjhunu,Pilani,10,Ward,Jhunjhunu,Pilani,10
Jhunjhunu,Pilani,11,Ward,Jhunjhunu,Pilani,11
Jhunjhunu,Pilani,12,Ward,Jhunjhunu,Pilani,12
Jhunjhunu,Pilani,13,Ward,Jhunjhunu,Pilani,13
Jhunjhunu,Pilani,14,Ward,Jhunjhunu,Pilani,14
Jhunjhunu,Pilani,15,Ward,Jhunjhunu,Pilani,15
Jhunjhunu,Pilani,16,Ward,Jhunjhunu,Pilani,16
Jhunjhunu,Pilani,17,Ward,Jhunjhunu,Pilani,17
Jhunjhunu,Pilani,18,Ward,Jhunjhunu,Pilani,18
Jhunjhunu,Pilani,19,Ward,Jhunjhunu,Pilani,19
Jhunjhunu,Pilani,20,Ward,Jhunjhunu,Pilani,20
Jhunjhunu,Pilani,21,Ward,Jhunjhunu,Pilani,21
Jhunjhunu,Pilani,22,Ward,Jhunjhunu,Pilani,22
Jhunjhunu,Pilani,23,Ward,Jhunjhunu,Pilani,23
Jhunjhunu,Pilani,24,Ward,Jhunjhunu,Pilani,24
Jhunjhunu,Pilani,25,Ward,Jhunjhunu,Pilani,25
Jhunjhunu,Pilani,26,Ward,Jhunjhunu,Pilani,26
Jhunjhunu,Pilani,27,Ward,Jhunjhunu,Pilani,27
Jhunjhunu,Pilani,28,Ward,Jhunjhunu,Pilani,28
Jhunjhunu,Pilani,29,Ward,Jhunjhunu,Pilani,29
Jhunjhunu,Pilani,30,Ward,Jhunjhunu,Pilani,30
Jhunjhunu,Pilani,31,Ward,Jhunjhunu,Pilani,31
Jhunjhunu,Pilani,32,Ward,Jhunjhunu,Pilani,32
Jhunjhunu,Pilani,33,Ward,Jhunjhunu,Pilani,33
Jhunjhunu,Pilani,34,Ward,Jhunjhunu,Pilani,34
Jhunjhunu,Pilani,35,Ward,Jhunjhunu,Pilani,35
Jhunjhunu,Pilani,1,Ward,Jhunjhunu,Pilani,1
Jhunjhunu,Pilani,2,Ward,Jhunjhunu,Pilani,2
Jhunjhunu,Pilani,3,Ward,Jhunjhunu,Pilani,3
Jhunjhunu,Pilani,4,Ward,Jhunjhunu,Pilani,4
Jhunjhunu,Pilani,5,Ward,Jhunjhunu,Pilani,5
Jhunjhunu,Pilani,6,Ward,Jhunjhunu,Pilani,6
Jhunjhunu,Pilani,7,Ward,Jhunjhunu,Pilani,7
Jhunjhunu,Pilani,8,Ward,Jhunjhunu,Pilani,8
Jhunjhunu,Pilani,9,Ward,Jhunjhunu,Pilani,9
Jhunjhunu,Pilani,10,Ward,Jhunjhunu,Pilani,10
Jhunjhunu,Pilani,11,Ward,Jhunjhunu,Pilani,11
Jhunjhunu,Pilani,12,Ward,Jhunjhunu,Pilani,12
Jhunjhunu,Pilani,13,Ward,Jhunjhunu,Pilani,13
Jhunjhunu,Pilani,14,Ward,Jhunjhunu,Pilani,14
Jhunjhunu,Pilani,15,Ward,Jhunjhunu,Pilani,15
Jhunjhunu,Pilani,16,Ward,Jhunjhunu,Pilani,16
Jhunjhunu,Pilani,17,Ward,Jhunjhunu,Pilani,17
Jhunjhunu,Pilani,18,Ward,Jhunjhunu,Pilani,18
Jhunjhunu,Pilani,19,Ward,Jhunjhunu,Pilani,19
Jhunjhunu,Pilani,20,Ward,Jhunjhunu,Pilani,20
Jhunjhunu,Pilani,21,Ward,Jhunjhunu,Pilani,21
Jhunjhunu,Pilani,22,Ward,Jhunjhunu,Pilani,22
Jhunjhunu,Pilani,23,Ward,Jhunjhunu,Pilani,23
Jhunjhunu,Pilani,24,Ward,Jhunjhunu,Pilani,24
Jhunjhunu,Pilani,25,Ward,Jhunjhunu,Pilani,25
Jhunjhunu,Mandawa,1,Ward,Jhunjhunu,Mandawa,1
Jhunjhunu,Mandawa,2,Ward,Jhunjhunu,Mandawa,2
Jhunjhunu,Mandawa,3,Ward,Jhunjhunu,Mandawa,3
Jhunjhunu,Mandawa,4,Ward,Jhunjhunu,Mandawa,4
Jhunjhunu,Mandawa,5,Ward,Jhunjhunu,Mandawa,5
Jhunjhunu,Mandawa,6,Ward,Jhunjhunu,Mandawa,6
Jhunjhunu,Mandawa,7,Ward,Jhunjhunu,Mandawa,7
Jhunjhunu,Mandawa,8,Ward,Jhunjhunu,Mandawa,8
Jhunjhunu,Mandawa,9,Ward,Jhunjhunu,Mandawa,9
Jhunjhunu,Mandawa,10,Ward,Jhunjhunu,Mandawa,10
Jhunjhunu,Mandawa,11,Ward,Jhunjhunu,Mandawa,11
Jhunjhunu,Mandawa,12,Ward,Jhunjhunu,Mandawa,12
Jhunjhunu,Mandawa,13,Ward,Jhunjhunu,Mandawa,13
Jhunjhunu,Mandawa,14,Ward,Jhunjhunu,Mandawa,14
Jhunjhunu,Mandawa,15,Ward,Jhunjhunu,Mandawa,15
Jhunjhunu,Mandawa,16,Ward,Jhunjhunu,Mandawa,16
Jhunjhunu,Mandawa,17,Ward,Jhunjhunu,Mandawa,17
Jhunjhunu,Mandawa,18,Ward,Jhunjhunu,Mandawa,18
Jhunjhunu,Mandawa,19,Ward,Jhunjhunu,Mandawa,19
Jhunjhunu,Mandawa,20,Ward,Jhunjhunu,Mandawa,20
Jhunjhunu,Mandawa,21,Ward,Jhunjhunu,Mandawa,21
Jhunjhunu,Mandawa,22,Ward,Jhunjhunu,Mandawa,22
Jhunjhunu,Mandawa,23,Ward,Jhunjhunu,Mandawa,23
Jhunjhunu,Mandawa,24,Ward,Jhunjhunu,Mandawa,24
Jhunjhunu,Mandawa,25,Ward,Jhunjhunu,Mandawa,25
Jhunjhunu,Nawalgarh,1,Ward,Jhunjhunu,Nawalgarh,1
Jhunjhunu,Nawalgarh,2,Ward,Jhunjhunu,Nawalgarh,2
Jhunjhunu,Nawalgarh,3,Ward,Jhunjhunu,Nawalgarh,3
Jhunjhunu,Nawalgarh,4,Ward,Jhunjhunu,Nawalgarh,4
Jhunjhunu,Nawalgarh,5,Ward,Jhunjhunu,Nawalgarh,5
Jhunjhunu,Nawalgarh,6,Ward,Jhunjhunu,Nawalgarh,6
Jhunjhunu,Nawalgarh,7,Ward,Jhunjhunu,Nawalgarh,7
Jhunjhunu,Nawalgarh,8,Ward,Jhunjhunu,Nawalgarh,8
Jhunjhunu,Nawalgarh,9,Ward,Jhunjhunu,Nawalgarh,9
Jhunjhunu,Nawalgarh,10,Ward,Jhunjhunu,Nawalgarh,10
Jhunjhunu,Nawalgarh,11,Ward,Jhunjhunu,Nawalgarh,11
Jhunjhunu,Nawalgarh,12,Ward,Jhunjhunu,Nawalgarh,12
Jhunjhunu,Nawalgarh,13,Ward,Jhunjhunu,Nawalgarh,13
Jhunjhunu,Nawalgarh,14,Ward,Jhunjhunu,Nawalgarh,14
Jhunjhunu,Nawalgarh,15,Ward,Jhunjhunu,Nawalgarh,15
Jhunjhunu,Nawalgarh,16,Ward,Jhunjhunu,Nawalgarh,16
Jhunjhunu,Nawalgarh,17,Ward,Jhunjhunu,Nawalgarh,17
Jhunjhunu,Nawalgarh,18,Ward,Jhunjhunu,Nawalgarh,18
Jhunjhunu,Nawalgarh,19,Ward,Jhunjhunu,Nawalgarh,19
Jhunjhunu,Nawalgarh,20,Ward,Jhunjhunu,Nawalgarh,20
Jhunjhunu,Nawalgarh,21,Ward,Jhunjhunu,Nawalgarh,21
Jhunjhunu,Nawalgarh,22,Ward,Jhunjhunu,Nawalgarh,22
Jhunjhunu,Nawalgarh,23,Ward,Jhunjhunu,Nawalgarh,23
Jhunjhunu,Nawalgarh,24,Ward,Jhunjhunu,Nawalgarh,24
Jhunjhunu,Nawalgarh,25,Ward,Jhunjhunu,Nawalgarh,25
Churu,Ratangarh,1,Ward,Churu,Ratangarh,1
Churu,Ratangarh,2,Ward,Churu,Ratangarh,2
Churu,Ratangarh,3,Ward,Churu,Ratangarh,3
Churu,Ratangarh,4,Ward,Churu,Ratangarh,4
Churu,Ratangarh,5,Ward,Churu,Ratangarh,5
Churu,Ratangarh,6,Ward,Churu,Ratangarh,6
Churu,Ratangarh,7,Ward,Churu,Ratangarh,7
Churu,Ratangarh,8,Ward,Churu,Ratangarh,8
Churu,Ratangarh,9,Ward,Churu,Ratangarh,9
Churu,Ratangarh,10,Ward,Churu,Ratangarh,10
Churu,Ratangarh,11,Ward,Churu,Ratangarh,11
Churu,Ratangarh,12,Ward,Churu,Ratangarh,12
Churu,Ratangarh,13,Ward,Churu,Ratangarh,13
Churu,Ratangarh,14,Ward,Churu,Ratangarh,14
Churu,Ratangarh,15,Ward,Churu,Ratangarh,15
Churu,Ratangarh,16,Ward,Churu,Ratangarh,16
Churu,Ratangarh,17,Ward,Churu,Ratangarh,17
Churu,Ratangarh,18,Ward,Churu,Ratangarh,18
Churu,Ratangarh,19,Ward,Churu,Ratangarh,19
Churu,Ratangarh,20,Ward,Churu,Ratangarh,20
Churu,Ratangarh,21,Ward,Churu,Ratangarh,21
Churu,Ratangarh,22,Ward,Churu,Ratangarh,22
Churu,Ratangarh,23,Ward,Churu,Ratangarh,23
Churu,Ratangarh,24,Ward,Churu,Ratangarh,24
Churu,Ratangarh,25,Ward,Churu,Ratangarh,25
Churu,Sujangarh,1,Ward,Churu,Sujangarh,1
Churu,Sujangarh,2,Ward,Churu,Sujangarh,2
Churu,Sujangarh,3,Ward,Churu,Sujangarh,3
Churu,Sujangarh,4,Ward,Churu,Sujangarh,4
Churu,Sujangarh,5,Ward,Churu,Sujangarh,5
Churu,Sujangarh,6,Ward,Churu,Sujangarh,6
Churu,Sujangarh,7,Ward,Churu,Sujangarh,7
Churu,Sujangarh,8,Ward,Churu,Sujangarh,8
Churu,Sujangarh,9,Ward,Churu,Sujangarh,9
Churu,Sujangarh,10,Ward,Churu,Sujangarh,10
Churu,Sujangarh,11,Ward,Churu,Sujangarh,11
Churu,Sujangarh,12,Ward,Churu,Sujangarh,12
Churu,Sujangarh,13,Ward,Churu,Sujangarh,13
Churu,Sujangarh,14,Ward,Churu,Sujangarh,14
Churu,Sujangarh,15,Ward,Churu,Sujangarh,15
Churu,Sujangarh,16,Ward,Churu,Sujangarh,16
Churu,Sujangarh,17,Ward,Churu,Sujangarh,17
Churu,Sujangarh,18,Ward,Churu,Sujangarh,18
Churu,Sujangarh,19,Ward,Churu,Sujangarh,19
Churu,Sujangarh,20,Ward,Churu,Sujangarh,20
Churu,Sujangarh,21,Ward,Churu,Sujangarh,21
Churu,Sujangarh,22,Ward,Churu,Sujangarh,22
Churu,Sujangarh,23,Ward,Churu,Sujangarh,23
Churu,Sujangarh,24,Ward,Churu,Sujangarh,24
Churu,Sujangarh,25,Ward,Churu,Sujangarh,25
Churu,Sujangarh,26,Ward,Churu,Sujangarh,26
Churu,Sujangarh,27,Ward,Churu,Sujangarh,27
Churu,Sujangarh,28,Ward,Churu,Sujangarh,28
Churu,Sujangarh,29,Ward,Churu,Sujangarh,29
Churu,Sujangarh,30,Ward,Churu,Sujangarh,30
Churu,Sujangarh,31,Ward,Churu,Sujangarh,31
Churu,Sujangarh,32,Ward,Churu,Sujangarh,32
Churu,Sujangarh,33,Ward,Churu,Sujangarh,33
Churu,Sujangarh,34,Ward,Churu,Sujangarh,34
Churu,Sujangarh,35,Ward,Churu,Sujangarh,35
Churu,Sardarshahar,MELUSAR,Gram Panchayat,Churu,Sardarshahar,Melusar
Churu,Sardarshahar,NAINASAR,Gram Panchayat,Churu,Sardarshahar,Nainasar
Churu,Sardarshahar,NAINASAR SUMERIYA,Gram Panchayat,Churu,Sardarshahar,Nainasar Sumeriya
Churu,Taranagar,BADHSAR,Gram Panchayat,Churu,Taranagar,Badhsar
Churu,Taranagar,MANPURA,Gram Panchayat,Churu,Taranagar,Manpura
Churu,Sadulpur,GAGRWAS,Gram Panchayat,Churu,Sadulpur,Gagrwas
Churu,Bhadra,DABARI,Gram Panchayat,Churu,Bhadra,Dabari
Ganganagar,Karanpur,1,Ward,Ganganagar,Karanpur,1
Ganganagar,Karanpur,2,Ward,Ganganagar,Karanpur,2
Ganganagar,Karanpur,3,Ward,Ganganagar,Karanpur,3
Ganganagar,Karanpur,4,Ward,Ganganagar,Karanpur,4
Ganganagar,Karanpur,5,Ward,Ganganagar,Karanpur,5
Ganganagar,Karanpur,6,Ward,Ganganagar,Karanpur,6
Ganganagar,Karanpur,7,Ward,Ganganagar,Karanpur,7
Ganganagar,Karanpur,8,Ward,Ganganagar,Karanpur,8
Ganganagar,Karanpur,9,Ward,Ganganagar,Karanpur,9
Ganganagar,Karanpur,10,Ward,Ganganagar,Karanpur,10
Ganganagar,Karanpur,11,Ward,Ganganagar,Karanpur,11
Ganganagar,Karanpur,12,Ward,Ganganagar,Karanpur,12
Ganganagar,Karanpur,13,Ward,Ganganagar,Karanpur,13
Ganganagar,Karanpur,14,Ward,Ganganagar,Karanpur,14
Ganganagar,Karanpur,15,Ward,Ganganagar,Karanpur,15
Ganganagar,Karanpur,16,Ward,Ganganagar,Karanpur,16
Ganganagar,Karanpur,17,Ward,Ganganagar,Karanpur,17
Ganganagar,Karanpur,18,Ward,Ganganagar,Karanpur,18
Ganganagar,Karanpur,19,Ward,Ganganagar,Karanpur,19
Ganganagar,Karanpur,20,Ward,Ganganagar,Karanpur,20
Ganganagar,Karanpur,21,Ward,Ganganagar,Karanpur,21
Ganganagar,Karanpur,22,Ward,Ganganagar,Karanpur,22
Ganganagar,Karanpur,23,Ward,Ganganagar,Karanpur,23
Ganganagar,Karanpur,24,Ward,Ganganagar,Karanpur,24
Ganganagar,Karanpur,25,Ward,Ganganagar,Karanpur,25
Ganganagar,Karanpur,1,Ward,Ganganagar,Karanpur,1
Ganganagar,Karanpur,2,Ward,Ganganagar,Karanpur,2
Ganganagar,Karanpur,3,Ward,Ganganagar,Karanpur,3
Ganganagar,Karanpur,4,Ward,Ganganagar,Karanpur,4
Ganganagar,Karanpur,5,Ward,Ganganagar,Karanpur,5
Ganganagar,Karanpur,6,Ward,Ganganagar,Karanpur,6
